chair 's message nan nan 2001|fact division chair 's message ak gupta  d mahr nan nan|0
the query by image content ( qbic ) system j ashley  m flickner  j hafner  d lee  w niblack  d petkovic sigmod conference 1995|query by image and video content : the qbic system w niblack ?  ieee computer  nan|1
a system for watermarking relational databases r agrawal  p haas  j kiernan sigmod conference 2003|a language for interoperability in relational mulitdatabase systems s lakshaman  s subramanian nan 1996.0|0
spotfire : an information exploration environment c ahlberg sigmod record 1996|information spoon-feeding in an electronic environment c dugdale electronic publishing  nan|0
contorting high dimensional data for efficient main memory processing b cui  b ooi  j su  k tan sigmod conference 2003|multidimensional paging for efficient data base querying th mzrrett proc . int . conf . data base management systems ( icmod 78 )  & hellip ;  nan|0
the impact of database research on industrial products ( panel summary ) d barbar  j blakeley  d fishman  d lomet  m stonebraker sigmod record 1994|panel : the impact of database research on industrial products ( summary ) m stonebraker sigmod record  1994.0|1
an efficient algorithm for mining association rules in large databases a savasere  e omiecinski  s navathe vldb 1995|srikant . fast algorithms for mining association rules r agrawal andr proc . 1994 nan|0
the dangers of replication and a solution j gray  p helland  p o'neil  d shasha sigmod conference 1996|the dangers of replication and a solution j gray  p helland sigmod conference  1996.0|1
query optimization in the presence of limited access patterns d florescu  a levy  i manolescu  d suciu sigmod conference 1999|optimization in the presence of user-defined predicates s chaudhuri  k shim proceedings of the 22nd international conference on very & hellip ;  nan|0
query processing in spatial network databases d papadias  j zhang  n mamoulis  y tao vldb 2003|query processing in spatial network databases d papadias  j zhang  n mamoulis  y tao vldb  2003.0|1
the araneus web-base management system g mecca  p atzeni  a masci  p merialdo  g sindoni sigmod conference 1998|building knowledge base management systems j my1opou  vc os  d plexousakis  a shrufi  t technical report  the vldb journal ( to appear )  nan|0
incremental maintenance of views with duplicates t griffin  l libkin sigmod conference 1995|fast incremental maintenance of approximate histograms pb gibbons  y matias  v poosala acm transactions on database systems  2002.0|0
efficient materialization and use of views in data warehouses m souza  m sampaio sigmod record 1999|selection and maintenance of views in a data warehouse h gupta nan 1999.0|0
xpath processing in a nutshell nan nan 2003|uml in a nutshel ss alhir nan nan|0
geominer : a system prototype for spatial data mining j han  k koperski  n stefanovic sigmod conference 1997|geominer : a system prototype for spatial data mining j han  k koperski  n stefanovic sigmod conference  1997.0|1
optimizing the secure evaluation of twig queries s cho  s amer-yahia  l lakshmanan  d srivastava vldb 2002|lazy evaluation of active xml queries s abiteboul  o benjelloun  b cautis  i manolescu  proc . of acm sigmod  nan|0
sampling large databases for association rules h toivonen vldb 1996|mining association rules between sets of items in large databases r agrawal  a swami nan 1993.0|0
a multi-version cache replacement and prefetching policy for hybrid data delivery environments a seifert  m scholl vldb 2002|a transaction-conscious multi-version cache replacement and prefetching policy for hybrid data a seifert  mh scholl nan nan|1
online feedback for nested aggregate queries with multi-threading k tan  c goh  b ooi vldb 1999|online feedback for nested aggregate queries with multi-threading kl tan  ch goh  bc ooi proceedings of the international conference on very large & hellip ;  1999.0|1
hierarchical compact cube for range-max queries s lee  t ling  h li vldb 2000|optimal histograms for hierarchical range queries n koudas nan nan|0
probabilistic temporal databases  i : algebra a dekhtyar  r ross  v subrahmanian acm trans . database syst . 2001|probabilistic temporal databases  i a dekhtyar  r ross  vs subrahmanian acm transactions on database systems  nan|1
integrating modelling systems for environmental management information systems d abel  k taylor  d kuo sigmod record 1997|integrating modelling systems for environmental management information systems dj abel  k taylor  d kuo sigmod record  1997.0|1
optics : ordering points to identify the clustering structure m ankerst  m breunig  h kriegel  j sander sigmod conference 1999|optics : ordering points to identify the clustering structure m ankerst  mm breunig  hp kriegel  j sander sigmod conference  1999.0|1
materialized views selection in a multidimensional database e baralis  s paraboschi  e teniente vldb 1997|materialized view selection for multidimensional datasets a shukla  p deshpande  jf naughton vldb  1998.0|0
unisql 's next-generation object-relational database management system a d'andrea  p janus sigmod record 1996|access path selectionin a relationaldatabasemanagement system pg selingerand ?  proc . acm sigmod intl. conf . on management of data  & hellip ;  nan|0
efficient incremental garbage collection for client-server object database systems l amsaleg  m franklin  o gruber vldb 1995|efficient incremental garbage collection for client-server object database systems l amsaleg  m franklin vldb  1995.0|1
tsql2 language specification r snodgrass  i ahn  g ariav  d batory  j clifford  c dyreson  r elmasri  f grandi  c jensen  w kfer  n kline  k kulkarni  t leung  n lorentzos  j roddick  a segev  m soo  s sripada sigmod record 1994|ands . m. sripada   ?? tsql2 language specification   ?? rt snodgrass  i ahn  g ariav  ds batory  j sigmod record  nan|1
value-cognizant speculative concurrency control a bestavros  s braoudakis vldb 1995|optimistic concurrency control ht kung  jt robinson acm transactions on database systems  nan|0
order-of-magnitude advantage of tpc-c though massive parallelism c levine sigmod conference 1995|order-of-magnitude advantage on tpc-c through massive parallelism c levine nan nan|1
parameterized complexity for the database theorist m grohe sigmod record 2002|the parameterized complexity of database queries m grohe nan nan|1
on wrapping query languages and efficient xml integration v christophides  s cluet  j simon sigmod conference 2000|on wrapping language and efficient xml integration v christophides  s cluet  j simeon acm sigmod conference on management of data  nan|1
garbage collection in object-oriented databases using transactional cyclic reference counting p roy  s seshadri  a silberschatz  s sudarshan  s ashwin vldb j. 1998|garbage collection in object oriented databases using transactional cyclic reference counting s sudarshanl nan nan|1
on processing xml in ldap p marrn  g lausen vldb 2001|on processing xml in ldap g lausen  pj marron intl. conference on very large data bases ( vldb )  nan|1
picodbms : scaling down database techniques for the smartcard p pucheral  l bouganim  p valduriez  c bobineau vldb j. 2001|picodbms : scaling down database techniques for the smartcard ( best paper award ) c bobineau  l bouganim  p pucheral  p valduriez int . conf . on very large databases ( vldb )  nan|1
historical queries along multiple lines of time evolution g landau  j schmidt  v tsotras vldb j. 1995|on historical queries along multiple lines of time evolution . to appear at the gm landau  jp schmidt  vj tsotras vldb journal  nan|1
the sift information dissemination system t yan  h garcia-molina acm trans . database syst . 1999|selective information dissemination in p2p networks m koubarakis  c tryfonopoulos  s idreos  y drougas acm sigmod record  nan|0
